Día;Fecha;Inicio solicitud;Fin solicitud;Cuadrillas;N°;Identificador;Caso;Tipo;Tipo de faena;Sector afectado;Dirección de referencia;Objeto de referencia;Jerarquía de red;Tipo de contexto;ID del contexto;Descripción del trabajo;Resultado;Área solicitante;Solicitante;Área de cobertura;Clientes afectados;Inicio planificado;Fin planificado;Duración planificada;Duración de tareas programadas;Tiempo excedido;Inicio corte real;Fin corte real;Duración corte real;Observaciones;Estado;Circuito de aprobación;Comentarios de cierre
MIéRCOLES;2023-05-10;23:30:00;05:00:00;;1194;PI-2023-01766;1031310;Permiso de trabajo en AT;Mantenimiento Correctivo;;Cno. Belgrano y 528;098-E-IN-1819;[098 TOLOSA];Plan de Mantenimiento;Sem 19;Adecuacion deslastre de cargas SE TOLOSA;Normal;Transmisión;fernando nellen;Tolosa;25772;;;;04:00:00;;01:45:00;01:52:00;00:07:00;ejecutado;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-05-10;23:30:00;05:00:00;;1195;PI-2023-01719;1030847;Permiso de trabajo en AT;Mantenimiento Correctivo;;Cno. Belgrano y 528;098-E-IN-1819;[098 TOLOSA];Plan de Mantenimiento;Sem 19;Adecuacion deslastre de cargas SE TOLOSA;Cancelada;Transmisión;fernando nellen;Tolosa;0;;;;04:00:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Fuera de plazo;
JUEVES;2023-05-11;08:00:00;15:00:00;;1196;PI-2023-01698;1031300;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-595;;Plan de Mantenimiento;SEMANA 19-2023;PODA E/S C.595;Cancelada;Transmisión;Jose Molteni;San Carlos;0;;;;04:00:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;F
JUEVES;2023-05-11;08:00:00;16:00:00;OP-BT-Maniobras-E1;1197;PI-2023-01752;1031345;Permiso de trabajo en BT;Mantenimiento Preventivo;Cliente puntual avisado;Avenida 7 entre 80 y 80 Bis (Villa Elvira);3373306;170687T1S3 [170687] / 09317 [093 ROCHA];Plan de Mantenimiento;M-020061;Cambio de caja toma 200 A LIRA por nueva NH ;Excedida;Redes Subterráneas;Simon Tello;Villa Elvira;1;09:25:39;12:53:16;03:27:36;04:10:00;00:43:16.045;09:25:39;12:53:16;03:27:36;corte x garcia;cerrada (hecha);Fuera de plazo;
JUEVES;2023-05-11;08:00:00;18:00:00;OP-Guardia AT La Plata;1198;PI-2023-01700;1031299;Permiso de trabajo en AT;Mantenimiento Preventivo;;58 E/ 21 y 22;095-B-SE-TR2;;Plan de Mantenimiento;SEMANA 19-2023;REPARACION DE TERMINAL C.595 FASE S S.E PAZ (095);Normal;Transmisión;Jose Molteni;La Plata;0;;;;04:00:00;;;;;ttt;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-05-11;08:30:00;15:30:00;OP-BT-Maniobras-E2;1199;PI-2023-01681;1029456;Permiso de trabajo en MT;Mantenimiento Preventivo;Zona : Cuadrado Calle 24 a  30 y Calle  19 a  23 - Vieytes + Clientes 4Puntuales Rurales;Cno. Vecinal 1 a 800 mts.de Vieytes;221274;19404 [194 MAGDALENA];Plan de Mantenimiento;T0006856;Cambio de Poste de Mad x HA de  11 m en CT  221274;Normal;Magdalena;pablo baccarini;Magdalena;0;17:27:34;17:29:15;00:01:41;07:25:00;01:34:15.043;15:56:06;17:27:34;01:31:27;cambio de poste;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-05-11;08:30:00;17:00:00;;1200;PI-2023-01708;1031298;Permiso de trabajo en AT;Mantenimiento Preventivo;;4 y 44;093-B-SE-TR2;;Plan de Mantenimiento;SEMANA 19-2023;MANT. TR N°2,RBC, INT.13,2+DESCARGADORES S.E ROCHA (;Cancelada;Transmisión;Jose Molteni;La Plata;0;;;;04:00:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;F
JUEVES;2023-05-11;08:30:00;17:00:00;;1201;PI-2023-01706;1031297;Permiso de trabajo en AT;Mantenimiento Preventivo;;58 E/ 21 y 22;095-B-SE-TR2;;Plan de Mantenimiento;SEMANA19-2023;MANT. TR N°2, INT 13,2 KV S.E PAZ (095);Cancelada;Transmisión;Jose Molteni;La Plata;0;;;;04:00:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;F
JUEVES;2023-05-11;08:30:00;17:00:00;;1202;PI-2023-01709;1031295;Permiso de trabajo en AT;Mantenimiento Preventivo;;4 y 44;093-B-SE-TR2;;Plan de Mantenimiento;SEMANA 19-2023;MANT. SECC TR N°2  S.E ROCHA (093);Cancelada;Transmisión;Jose Molteni;La Plata;0;;;;04:00:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;F
JUEVES;2023-05-11;08:30:00;17:00:00;;1203;PI-2023-01773;1031291;Permiso de trabajo en AT;Mantenimiento Preventivo;;58 E/ 21 y 22;095-B-SE-TR2;;Plan de Mantenimiento;SEMANA19-2023;MANT. TR N°2 , RBC S.E PAZ (095);Cancelada;Transmisión;Jose Molteni;La Plata;0;;;;04:00:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;F
JUEVES;2023-05-11;08:30:00;17:00:00;;1204;PI-2023-01707;1031288;Permiso de trabajo en AT;Mantenimiento Preventivo;;58 E/ 21 y 22;095-B-SE-TR2;;Plan de Mantenimiento;SEMANA19-2023;MANT. SECC TR N°2 S.E PAZ (095);Cancelada;Transmisión;Jose Molteni;La Plata;0;;;;04:00:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;D
JUEVES;2023-05-11;08:30:00;18:00:00;OP-Guardia AT La Plata;1205;PI-2023-01710;1031289;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-595;;Plan de Mantenimiento;SEMANA 19 -2023;MANT. SECC TERMINAL,DESCARGADOR,SECC B1,SECC B2, TI/TV C.595 LA PLATA (190);Normal;Transmisión;Jose Molteni;San Carlos;0;;;;04:00:00;;;;;pp;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-05-11;08:30:00;18:00:00;;1206;PI-2023-01711;1031301;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-595;;Plan de Mantenimiento;SEMANA 19 -2023;MANT.SECC B2, C.595 LA PLATA (190);Cancelada;Transmisión;Jose Molteni;San Carlos;0;;;;04:00:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;F
JUEVES;2023-05-11;09:00:00;12:30:00;;1207;PI-2023-01732;1030890;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;No afecta;RP29 (Brandsen);R29 km2;09701 [097 BRANDSEN];Plan de Mantenimiento;Recorrida preventiva;Inspección preventiva de reconectador;Normal;Redes Subterráneas - Laboratorio;Luciano Biagiola;Brandsen;0;;;;00:02:00;;;;;control de equipo;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-05-11;09:00:00;16:00:00;;1208;PI-2023-01724;1030826;Permiso de trabajo en MT;Mantenimiento Preventivo;489 HASTA 492 Y DESDE 13 HASTA 18;15 Y 492;170978;09910 [099 CITY BELL];Plan de Mantenimiento;M-015809;TRASLADO DE CT;Normal;Redes Aéreas;gabriel martins;Manuel B. Gonnet;222;;;;;;08:28:23;12:24:29;03:56:05;cambio y traf;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-05-11;09:00:00;17:00:00;;1209;PI-2023-01753;;Permiso de trabajo en MT;Mantenimiento Correctivo;de 47 a 57 y de 23 a 27;O.S.B.A. PARQUE SAN MARTIN 25 Y 53;170028;09514 [095 PAZ];COD;OT 1043419;reponer mangueras cortadas, lubricar equipos y limpieza;Normal;Redes Subterráneas;mariano blanco;;;;;;;;;;;;abierta, en definición, suspendida (Suspendido por Razones Operativas);Fuera de plazo;
JUEVES;2023-05-11;09:02:40;16:00:00;;1210;PI-2023-01748;;Permiso de trabajo en MT;Mantenimiento Correctivo;de 6 a 10 y d 67 a 72;8/ 69 Y 70;170012;09321 [093 ROCHA];COD;I0027427;reparar interruptor y limpieza de camara;Normal;Redes Subterráneas;mariano blanco;;;;;;;;;;;;abierta, en definición, suspendida (Suspendido por Razones Operativas);Fuera de plazo;
JUEVES;2023-05-11;11:00:00;11:30:00;;1211;PI-2023-01740;1031344;Puesta en servicio de instalación BT;Obra nueva instalacion;barrio cerrado El Cauquen;517 E/ 18 CNO. GRAL. BELGRANO;171038;09808 [098 TOLOSA];Ingeniería y Obras;116041;se conectan 2 cables 3x240/120 desde el CT 171038 hasta los buzones de ingreso al barrio. BT - Vinculacion red BT a CT 171038;Cancelada;Planificación;José Garcia;Ringuelet;0;;;;04:05:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;F
JUEVES;2023-05-11;15:00:00;22:00:00;OP-BT-Maniobras-E2;1212;PI-2023-01760;1031253;Permiso de trabajo en MT;Mantenimiento Correctivo;de 7 a cm costanero y 20 a 28;EL MOLINO - PUNTA LARA;300071;09603 [096 DIQUE];COD;M-019952;Reparaciones en tablero de BT por robo, esta puenteado. peligroso;Normal;Redes Subterráneas;Carlos Perez;Ensenada;30;16:17:29;21:52:35;05:35:06;08:10:00;00:00:00;16:17:29;21:52:35;05:35:06;d;cerrada (hecha);Fuera de plazo;
VIERNES;2023-05-12;08:00:00;15:00:00;;1213;PI-2023-01734;1031255;Permiso de trabajo en MT;Mantenimiento Preventivo;barrio las higueras/ barrio santa teresita;Calle 11 y Carranza;210171;09225/08 [092 KAISER];Plan de Mantenimiento;m-020015;cambio de poste y plat madera por HA°;Normal;Brandsen;luis lauxmann;Brandsen;2314;15:43:26;15:43:56;00:00:30;08:10:00;00:00:00;08:25:18;15:43:26;07:18:07;uu;cerrada (hecha);Circuito de aprobación normal;
VIERNES;2023-05-12;08:00:00;17:00:00;;1214;PI-2023-01731;1031577;Permiso de trabajo en MT;Mantenimiento Correctivo;de 237 a 232 y de 40 a 48;235 E\44 Y 45;170654;09229 [092 KAISER];Plan de Mantenimiento;I0026546;adecuacion de la antena de B y Mt del CT xq toca con las ramas y hay salidas de BT a punto de caerse;Normal;Redes Aéreas;guillermo petruzzi;Ángel Etcheverry;25;;;;;;08:39:50;15:17:10;06:37:20;corte petruzzi;cerrada (hecha);Circuito de aprobación normal;
VIERNES;2023-05-12;08:00:00;17:00:00;OP-Guardia AT Dique;1215;PI-2023-01784;1031596;Permiso de trabajo en AT;Mantenimiento Preventivo;;4 y 44;093-B-SE-TR2;;Plan de Mantenimiento;semana 19- 2023;REVISION TERMINALES C.595 S.E ROCHA (093);Normal;Transmisión;Jose Molteni;La Plata;0;;;;04:00:00;;;;;m;cerrada (hecha);Fuera de plazo;
VIERNES;2023-05-12;08:00:00;17:00:00;;1216;PI-2023-01736;1031594;Corte solicitado por tercero;Mantenimiento Correctivo;;Cno. Vergara y 130;096-E-IN-AC2A;[096 DIQUE];Solicitud Terceros;12052023;Viernes 12/May:  Inicio  08.00hs. Fin: 17.00hs. Equipo: Celda Acop. Sección 2-Barra Auxiliar. Consignación: Interruptor 13.2kV librado, bloqueado y extraido a pasillo. Responsable: Ricardo Susla/Gustavo Vasquez.;Cancelada;Transmisión;gustavo vazquez;Ensenada;0;;;;04:00:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
VIERNES;2023-05-12;08:00:00;17:00:00;;1217;PI-2023-01770;1031582;Corte solicitado por tercero;Mantenimiento Correctivo;;Cno. Vergara y 130;096-E-IN-AC1A;;Solicitud Terceros;12052023;Equipo: Celda Acop. Sección 1-Barra Auxiliar. Consignación: Interruptor 13.2kV librado, bloqueado y extraido a pasillo.;Cancelada;Transmisión;gustavo vazquez;Ensenada;0;;;;04:00:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;F
VIERNES;2023-05-12;08:00:00;18:00:00;;1218;PI-2023-01701;1031580;Permiso de trabajo en AT;Mantenimiento Preventivo;;58 E/ 21 y 22;093-B-SE-595-Q1;;Plan de Mantenimiento;SEMANA 19-2023;REVISION DE TERMINALES C.595 S.E ROCHA (093);Cancelada;Transmisión;Jose Molteni;La Plata;0;;;;04:00:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;F
VIERNES;2023-05-12;08:30:00;12:00:00;OP-Guardia AT La Plata;1219;PI-2023-01788;1031774;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-595;;Plan de Mantenimiento;Sem 19;Ensayo DD C.595 SE PAZ y SE ROCHA;Normal;Transmisión;fernando nellen;San Carlos;0;;;;05:30:00;;;;;m;cerrada (hecha);Fuera de plazo;
VIERNES;2023-05-12;08:30:00;15:00:00;;1220;PI-2023-01755;1031343;Permiso de trabajo en MT;Mantenimiento Preventivo;10 hasta 22 y desde 515 hasta 522;521 entre 10 y 11 (Tolosa);521 y 10;;Plan de Mantenimiento;I00026290;CORTE DE LINEA PARA INSTALACION DE SECCIONADORES,SOLICITA JUAN DONATI;Cancelada;Redes Aéreas;gabriel martins;Tolosa;0;;;;08:10:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
VIERNES;2023-05-12;08:30:00;17:00:00;;1221;PI-2023-01774;1031600;Permiso de trabajo en AT;Mantenimiento Preventivo;;4 y 44;093-B-SE-TR2;;Plan de Mantenimiento;SEMANA 19-2023;MANT. RBC  S.E ROCHA (093);Cancelada;Transmisión;Jose Molteni;La Plata;0;;;;04:00:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;F
VIERNES;2023-05-12;08:30:00;17:00:00;;1222;PI-2023-01775;1031599;Permiso de trabajo en AT;Mantenimiento Preventivo;;58 E/ 21 y 22;095-B-SE-TR2;;Plan de Mantenimiento;SEMANA19-2023;MANT. SECC TR N°2 S.E PAZ (095);Cancelada;Transmisión;Jose Molteni;La Plata;0;;;;04:00:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;F
VIERNES;2023-05-12;08:30:00;18:00:00;OP-Guardia AT La Plata;1223;PI-2023-01783;1031597;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-595;;Plan de Mantenimiento;SEMANA 19 -2023;DESCARGADOR,SECC B1, TI/TV, INTERRUPTOR - C.595 LA PLATA (190);Normal;Transmisión;Daniel Perez;San Carlos;0;;;;04:00:00;;;;;m;cerrada (hecha);Fuera de plazo;
VIERNES;2023-05-12;09:00:00;11:00:00;;1224;PI-2023-01757;1031663;Permiso de trabajo en BT;Mantenimiento Preventivo;;94 E/116 Y 117;171110;19913 [199 ESTE];Plan de Mantenimiento;009;COLOCACION TI PARA MEDICION COMUNITARIA;Cancelada;Comercial;Carolina Muraca;Villa Elvira;0;;;;;;;;;a;cerrada, cancelada (Error de Operador);Fuera de plazo;s
VIERNES;2023-05-12;09:00:00;12:00:00;;1225;PI-2023-00703;1031342;Permiso de trabajo en MT;Mantenimiento Correctivo;Solo al cliente Frigorina Efluentes;155 /501 y 506/;A cliente Frigorifico Gorina;19004 [190 LA PLATA];Ingeniería y Obras;Ingenieria/Frigorina;Revisión de protección e interruptor lado edelap y lado cliente;Cancelada;Redes Subterráneas - Laboratorio;Luciano Biagiola;Melchor Romero;1;;;;;;10:47:25;12:31:35;01:44:09;hg;cerrada, cancelada (Error de Operador);Fuera de plazo;'p
VIERNES;2023-05-12;09:00:00;16:00:00;;1226;PI-2023-01085;1031341;Permiso de trabajo en MT;Obra nueva instalacion;1 A 5 DE 80 A 85 APROX;3 Y 85;171852;09317 [093 ROCHA];Ingeniería y Obras;117266;HABILITAR NUEVO TRAMO LAMT, NUEVO CT 173003 ( 200 KVA) Y RED BT ASOCIADA- LOTEO;Normal;Planificación;fernando stradella;Villa Elvira;469;15:02:08;15:02:42;00:00:34;08:15:00;00:00:00;08:01:20;15:02:08;07:00:47;dd;cerrada (hecha);Circuito de aprobación normal;
VIERNES;2023-05-12;09:00:00;17:00:00;;1227;PI-2023-01751;;Permiso de trabajo en MT;Mantenimiento Correctivo;de 6 a 9 y de 57 a 59;58 E/ 7 Y 8;170526;09321 [093 ROCHA];COD;I0027419;reponer interruptor averiado, limpieza y lubricacion de equipos;Normal;Redes Subterráneas;mariano blanco;;;;;;;;;;;;abierta, en definición, suspendida (Suspendido por Razones Operativas);Fuera de plazo;
VIERNES;2023-05-12;09:00:00;17:00:00;;1228;PI-2023-01725;1031576;Permiso de trabajo en MT;Mantenimiento Preventivo;44 HASTA 54 Y DESDE 146 HASTA 138;140 entre 42 y 43 (San Carlos);140y42;19010 [190 LA PLATA];Plan de Mantenimiento;M-019038;CAMBIO DE 3 POSTES MASERA POR COLUMNA Y MADERA POR MADERA;Cancelada;Redes Aéreas;gabriel martins;San Carlos;0;;;;09:25:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
VIERNES;2023-05-12;09:15:00;16:00:00;;1229;PI-2023-01682;1031575;Permiso de trabajo en MT;Obra nueva instalacion;De 26 a 30 y de 694 a 699 aprox.;28 Y 698 Arana;172589;09401 [094 SUR];Ingeniería y Obras;31910;Repotenciacion de CT 172589, de 200 Kva a 400 Kva para nuevo loteo.;Cancelada;Planificación;Jose Penica;Eduardo Arana;0;;;;00:02:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;F
SáBADO;2023-05-13;07:45:00;16:00:00;OP-Guardia AT Dique;1230;PI-2023-01804;1031936;Permiso de trabajo en AT;Mantenimiento Preventivo;;43 y 128 (Ensenada);096-TR2;;Plan de Mantenimiento;Semana 19-2023;SE Dique TR N°2: Mant. Trafo, Secc B2, Interruptor 132 kV, Int. 13.2 kV;Normal;Transmisión;Jose Molteni;Ensenada;37626;08:02:15;15:53:08;07:50:53;00:25:00;07:43:08;07:45:15;15:46:54;08:01:39;mapro;cerrada (hecha);Fuera de plazo;
SáBADO;2023-05-13;08:00:00;16:00:00;;1231;PI-2023-01712;1031935;Permiso de trabajo en AT;Mantenimiento Preventivo;;43 y 128 (Ensenada);096-TR2;;Plan de Mantenimiento;Semana 19-2023;SE Dique TR N°2: Mant. Trafo, Secc B2, Interruptor 132 kV, Int. 13.2 kV;Pendiente;Transmisión;Jose Molteni;Ensenada;0;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Circuito de aprobación normal;
SáBADO;2023-05-13;08:00:00;16:00:00;OP-Guardia AT Dique;1232;PI-2023-01713;1031932;Permiso de trabajo en AT;Mantenimiento Preventivo;;43 y 128;096-B-SE-TR2-1;;Plan de Mantenimiento;Semana 19-2023;SE Dique TR N°2: Mant. Secc B1;Excedida;Transmisión;Jose Molteni;Ensenada;0;18:07:25;18:07:28;00:00:02;08:30:00;01:37:28.129;;;;m;cerrada (hecha);Circuito de aprobación normal;
SáBADO;2023-05-13;08:00:00;17:00:00;;1233;PI-2023-01785;1032007;Permiso de trabajo en MT;Mantenimiento Correctivo;415 de 153 a 154.;415 entre 153 y 154 (Arturo Seguí);TMT30062387;09227 [092 KAISER];Plan de Mantenimiento;M-020030;Poda correctiva programada por reclama Oceba.-;Normal;Redes Aéreas;lucrecia heit;Arturo Seguí;0;;;;00:05:00;;;;;L;cerrada (hecha);Fuera de plazo;
SáBADO;2023-05-13;08:00:00;17:00:00;;1234;PI-2023-01786;1032008;Permiso de trabajo en MT;Mantenimiento Correctivo;141 entre 413 y 417;141 entre 415 y 416;TMT30052858;09907 [099 CITY BELL];Plan de Mantenimiento;M-020030;Poda correctiva programada por reclama Oceba.-;Normal;Redes Aéreas;lucrecia heit;Arturo Seguí;0;;;;00:05:00;;;;;PODA EN EL RAMAL;cerrada (hecha);Fuera de plazo;
SáBADO;2023-05-13;08:30:00;17:00:00;;1235;PI-2023-01723;1031711;Permiso de trabajo en MT;Mantenimiento Preventivo;55 HASTA 62 Y DESDE 155 HASTA 148;152 entre 57 y 58 (Los Hornos);171566 153y54;09512 [095 PAZ];Plan de Mantenimiento;M-016065;CAMBIO DE 2 POSTES DE MADERA POR COLUMNA;Excedida;Redes Aéreas;gabriel martins;Los Hornos;1253;08:16:03;16:48:39;08:32:36;08:15:00;00:03:39.502;08:16:03;16:43:20;08:27:17;K;cerrada (hecha);Circuito de aprobación normal;
SáBADO;2023-05-13;09:00:00;14:00:00;;1236;PI-2023-01808;;Permiso de trabajo en AT;Mantenimiento Correctivo;-;Rta. 2 y 514;092 KAISER;;Plan de Mantenimiento;Semana 19;Cableado ficha interruptor;Normal;Transmisión;Maximiliano Yordaz;;;;;;;;;;;;abierta, en definición, suspendida (Suspendido por Encargado de Trabajo);Fuera de plazo;
SáBADO;2023-05-13;09:00:00;16:00:00;;1237;PI-2023-01684;1032009;Permiso de trabajo en MT;Obra nueva instalacion;;403 entre Calle 617 y Calle 616 (Arturo Seguí);A 172234;09233 [092 KAISER];Ingeniería y Obras;117211;OCEBA-MONTAJE DE PLATAFORMA MONOPOSTE 100 KVA -172997- 403 A MTS DER RUTA 36-LIMITE CON EDESUR;Normal;Planificación;fernando stradella;Arturo Seguí;0;09:17:31;15:53:06;06:35:35;09:15:00;00:00:00;;;;L;cerrada (hecha);Circuito de aprobación normal;
DOMINGO;2023-05-14;07:00:00;14:00:00;OP-Guardia AT La Plata;1238;PI-2023-01811;1032266;Permiso de trabajo en AT;Mantenimiento Preventivo;-;9 y Cno. Belgrano;099 CITY BELL;;Plan de Mantenimiento;Semana 19;Ensayo con TRAX a tr 2;Normal;Transmisión;Maximiliano Yordaz;City Bell;0;;;;00:05:00;;;;;mapro tr2 ;cerrada (hecha);Fuera de plazo;
DOMINGO;2023-05-14;07:30:00;16:00:00;;1239;PI-2023-01749;1031710;Permiso de trabajo en MT;Mantenimiento Preventivo;Shell , Empalme - Cuadrado formado por calles Cabral a  Isasi y Moreno a 9 de julio ;Rauch entre 11 de Septiembre y Julio Argentino Roca (Magdalena);TMT30058229;19413 [194 MAGDALENA];Plan de Mantenimiento;R0005994;Instalacion de 1 juego de seccionadores de linea de  33 KV   + reparacion de LAMT;Cancelada;Magdalena;pablo baccarini;Magdalena;0;;;;08:35:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;Limpieza de bandeja, pedidos vencidos.
DOMINGO;2023-05-14;07:30:00;16:00:00;;1240;PI-2023-01683;;Permiso de trabajo en MT;Mantenimiento Preventivo;Shell , Empalme - Cuadrado formado por calles Cabral a  Isasi y Moreno a 9 de julio ;Rauch entre 11 de Septiembre y Julio Argentino Roca (Magdalena);TMT30058229;19413 [194 MAGDALENA];Plan de Mantenimiento;R0005994;Instalacion de 1 juego de seccionadores de linea de  33 KV   + reparacion de LAMT;Cancelada;Magdalena;pablo baccarini;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
DOMINGO;2023-05-14;08:00:00;12:00:00;;1241;PI-2023-01800;1032070;Permiso de trabajo en BT;Mantenimiento Preventivo;cliente 3561261;Avenida 60;171261;09606 [096 DIQUE];Plan de Mantenimiento;100;cambio de fondo de medición;Cancelada;Programación de operación - Distribución;juan coto;La Plata;2;;;;;;09:38:08;11:14:12;01:36:04;CORTE PAWELEK;cerrada, cancelada (Error de Operador);Fuera de plazo;ss
DOMINGO;2023-05-14;08:00:00;14:00:00;OP-Guardia AT La Plata;1242;PI-2023-01810;1032267;Permiso de trabajo en AT;Mantenimiento Preventivo;;9 y Cno. Belgrano;099-B-IN-TR2;;Plan de Mantenimiento;Sem. 19 - 2023;SE City Bell (099) - Mant TR n°2 + Mant Descargadores;Normal;Transmisión;Daniel Perez;City Bell;0;;;;00:05:00;;;;;mapro tr2;cerrada (hecha);Fuera de plazo;
DOMINGO;2023-05-14;08:00:00;15:30:00;;1243;PI-2023-01702;;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-584;;Plan de Mantenimiento;SEMANA19-2023;TRABAJOS EN L.584 F/S;Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
DOMINGO;2023-05-14;08:30:00;15:30:00;;1244;PI-2023-01765;1032044;Permiso de trabajo en MT;Mantenimiento Correctivo;por av 44 de 137 a 143 ;RP215 entre Avenida 137 y 139 (San Carlos);TMT30009599;19010 [190 LA PLATA];Plan de Mantenimiento;T 0006391;cambio de madera por H;Normal;Redes Aéreas;Carlos Segura;San Carlos;20736;08:26:36;14:08:59;05:42:23;07:20:00;00:00:00;08:25:14;14:06:10;05:40:56;jk;cerrada (hecha);Fuera de plazo;
DOMINGO;2023-05-14;08:30:00;18:00:00;;1245;PI-2023-01715;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Rta. 2 y 514;092-B-SE-TR3;;Plan de Mantenimiento;SEMANA 19-2023;MANT. RBC TR N°3  S.E KAISER (092);Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
DOMINGO;2023-05-14;08:30:00;18:00:00;;1246;PI-2023-01714;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Rta. 2 y 514;092-B-SE-TR1;;Plan de Mantenimiento;SEMANA 19-2023;MANT. RBC, SECC TR N°1  S.E KAISER (092);Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
DOMINGO;2023-05-14;09:00:00;17:00:00;;1247;PI-2023-01722;;Permiso de trabajo en MT;Mantenimiento Preventivo;90 entre 137 y 155;90 y Avenida 137 (Los Hornos);09406 A SE (137y90);09406 [094 SUR];Plan de Mantenimiento;222222;cambio de 6 postes de madera por columna sosten doble terna;Normal;Redes Aéreas;gabriel martins;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
LUNES;2023-05-15;07:30:00;14:15:00;;1248;PI-2023-01835;1032646;Permiso de trabajo en AT;Mantenimiento Correctivo;;Cno. Vergara y 130;09657 [096 DIQUE];[096 DIQUE];Plan de Mantenimiento;Sem 20;Cambio de proteccion Alim.9657;Cancelada;Transmisión;fernando nellen;Ensenada;0;;;;;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
LUNES;2023-05-15;08:00:00;14:00:00;;1249;PI-2023-01812;1032542;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-TR5;;Plan de Mantenimiento;Semana 20 - 2023;SELP (199) - TR N°5: Mant TR + Secc B1 + Mant Int 132 kV (Aviso I0027522 Perdida de aceite en interruptor);Normal;Transmisión;Daniel Perez;San Carlos;0;;;;04:00:00;;;;;mapro tr 5 ;cerrada (hecha);Fuera de plazo;m
LUNES;2023-05-15;08:00:00;16:00:00;OP-Guardia AT Dique;1250;PI-2023-01782;1032516;Trabajo en proximidad de instalaciones energizadas;Obra estructural;;601 entre 127 y RP11 (Villa Elvira);199-E-IN-AC12;;Ingeniería y Obras;Obra sección 1 13,2 kV SE Este;Conexionado de cables de potencia (MT) para habilitación de TR 1. Verificación de cableado de comando de nueva instalación. Pruebas funcionales.-;Cancelada;Planificación;Pablo Romanini;Villa Elvira;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
LUNES;2023-05-15;09:00:00;16:00:00;;1251;PI-2023-01795;1032327;Permiso de trabajo en MT;Mantenimiento Preventivo;62 HASTA 88 Y DESDE 225HASTA 240;238 y 62 (Ángel Etcheverry);238y62;09229 [092 KAISER];Plan de Mantenimiento;M-017134;CAMBIO DE POSTE POR COLUMNA EN CT 171845 Y 171836;Excedida;Redes Aéreas;gabriel martins;Ángel Etcheverry;4407;08:46:45;19:13:42;10:26:57;08:10:00;02:03:42.281;08:45:46;19:13:08;10:27:22;H;cerrada (hecha);Fuera de plazo;
